trade,category,name,unit,typical_low,typical_high,stocked_by
tools,Tools,"Ladder, 24 ft extension",ea,210,420,"Fastenal; Grainger; Zoro; Home Depot Pro; Lowe's Pro; Menards"
tools,Tools,"Ladder, 6 ft step fiberglass",ea,95,185,"Fastenal; Grainger; Zoro; Home Depot Pro; Lowe's Pro; Menards"
tools,Tools,"Safety glasses, 12 pk",box,18,34,"Fastenal; Grainger; Zoro; Home Depot Pro; Lowe's Pro; Menards"
tools,Tools,"Work gloves, 12 pk",box,26,52,"Fastenal; Grainger; Zoro; Home Depot Pro; Lowe's Pro; Menards"
tools,Tools,"N95 respirators, 20 ct",box,22,42,"Fastenal; Grainger; Zoro; Home Depot Pro; Lowe's Pro; Menards"
tools,Tools,"Contractor bags, 50 ct",box,24,45,"Fastenal; Grainger; Zoro; Home Depot Pro; Lowe's Pro; Menards"
tools,Tools,"Shop vac, 12 gal",ea,95,185,"Fastenal; Grainger; Zoro; Home Depot Pro; Lowe's Pro; Menards"
tools,Tools,"Generator, 5000W",ea,480,900,"Fastenal; Grainger; Zoro; Home Depot Pro; Lowe's Pro; Menards; Northern Tool"
tools,Sealants,"Construction adhesive, 12 pk",case,38,70,"Fastenal; Grainger; Zoro; Home Depot Pro; Lowe's Pro; Menards"
tools,Fasteners,"Screws assorted bulk pack",box,28,55,"Fastenal; Grainger; Zoro; Home Depot Pro; Lowe's Pro; Menards"
pools,Pumps,"Pool pump, variable speed 1.65 HP",ea,720,1250,"POOLCORP / SCP Distributors; Heritage Pool Supply; Leslie's Pool Supplies"
pools,Pumps,"Pool pump, single speed 1 HP",ea,280,520,"POOLCORP / SCP Distributors; Heritage Pool Supply; Leslie's Pool Supplies; Home Depot Pro; Lowe's Pro; Menards"
pools,Pumps,"Booster pump for cleaner, 3/4 HP",ea,320,560,"POOLCORP / SCP Distributors; Heritage Pool Supply; Leslie's Pool Supplies"
pools,Pumps,"Pump motor, 1.5 HP replacement",ea,240,430,"POOLCORP / SCP Distributors; Heritage Pool Supply; Leslie's Pool Supplies"
pools,Pumps,"Pump basket and lid",ea,28,58,"POOLCORP / SCP Distributors; Heritage Pool Supply; Leslie's Pool Supplies"
pools,Pumps,"Pump seal and gasket kit",ea,18,38,"POOLCORP / SCP Distributors; Heritage Pool Supply; Leslie's Pool Supplies"
pools,Filters,"Cartridge filter, 150 sq ft",ea,340,620,"POOLCORP / SCP Distributors; Heritage Pool Supply; Leslie's Pool Supplies"
pools,Filters,"Cartridge filter element, 100 sq ft",ea,78,145,"POOLCORP / SCP Distributors; Heritage Pool Supply; Leslie's Pool Supplies; Home Depot Pro; Lowe's Pro; Menards"
pools,Filters,"DE filter, 48 sq ft",ea,520,900,"POOLCORP / SCP Distributors; Heritage Pool Supply; Leslie's Pool Supplies"
pools,Filters,"Sand filter, 24 in with valve",ea,420,720,"POOLCORP / SCP Distributors; Heritage Pool Supply; Leslie's Pool Supplies; Home Depot Pro; Lowe's Pro; Menards"
pools,Filters,"Filter sand, 50 lb",bag,14,28,"POOLCORP / SCP Distributors; Heritage Pool Supply; Leslie's Pool Supplies; Home Depot Pro; Lowe's Pro; Menards"
pools,Filters,"DE powder, 25 lb",bag,26,48,"POOLCORP / SCP Distributors; Heritage Pool Supply; Leslie's Pool Supplies"
pools,Valves,"Multiport valve, 6 position",ea,130,240,"POOLCORP / SCP Distributors; Heritage Pool Supply; Leslie's Pool Supplies"
pools,Equipment,"Pool heater, gas 400k BTU",ea,2200,3600,"POOLCORP / SCP Distributors; Heritage Pool Supply; Leslie's Pool Supplies"
pools,Equipment,"Heat pump, pool 110k BTU",ea,2600,4400,"POOLCORP / SCP Distributors; Heritage Pool Supply; Leslie's Pool Supplies"
pools,Equipment,"Salt chlorine generator",ea,850,1550,"POOLCORP / SCP Distributors; Heritage Pool Supply; Leslie's Pool Supplies"
pools,Equipment,"Salt cell, replacement",ea,420,780,"POOLCORP / SCP Distributors; Heritage Pool Supply; Leslie's Pool Supplies"
pools,Controls,"Automation control panel",ea,950,1700,"POOLCORP / SCP Distributors; Heritage Pool Supply; Leslie's Pool Supplies"
pools,Chemicals,"Chlorine tabs 3 in, 50 lb",bucket,130,230,"POOLCORP / SCP Distributors; Heritage Pool Supply; Leslie's Pool Supplies; Home Depot Pro; Lowe's Pro; Menards"
pools,Chemicals,"Liquid chlorine, 2x2.5 gal case",case,16,32,"POOLCORP / SCP Distributors; Heritage Pool Supply; Leslie's Pool Supplies; Home Depot Pro; Lowe's Pro; Menards"
pools,Chemicals,"Muriatic acid, 2x1 gal case",case,18,34,"POOLCORP / SCP Distributors; Heritage Pool Supply; Leslie's Pool Supplies; Home Depot Pro; Lowe's Pro; Menards"
pools,Chemicals,"Soda ash, 25 lb",bag,32,58,"POOLCORP / SCP Distributors; Heritage Pool Supply; Leslie's Pool Supplies"
pools,Chemicals,"Calcium hardness increaser, 50 lb",bag,48,88,"POOLCORP / SCP Distributors; Heritage Pool Supply; Leslie's Pool Supplies"
pools,Chemicals,"Cyanuric acid stabilizer, 25 lb",bag,62,115,"POOLCORP / SCP Distributors; Heritage Pool Supply; Leslie's Pool Supplies"
pools,Chemicals,"Algaecide, 1 gal",ea,34,68,"POOLCORP / SCP Distributors; Heritage Pool Supply; Leslie's Pool Supplies; Home Depot Pro; Lowe's Pro; Menards"
pools,Chemicals,"Pool shock, 1 lb bags, 24 ct",case,48,92,"POOLCORP / SCP Distributors; Heritage Pool Supply; Leslie's Pool Supplies; Home Depot Pro; Lowe's Pro; Menards"
pools,Chemicals,"Diatomaceous earth alternative, 25 lb",bag,38,72,"POOLCORP / SCP Distributors; Heritage Pool Supply; Leslie's Pool Supplies"
pools,Liner,"Vinyl liner, 20x40 overlap",ea,850,1600,"POOLCORP / SCP Distributors; Heritage Pool Supply; Leslie's Pool Supplies"
pools,Liner,"Liner patch kit, underwater",ea,18,38,"POOLCORP / SCP Distributors; Heritage Pool Supply; Leslie's Pool Supplies; Home Depot Pro; Lowe's Pro; Menards"
pools,Liner,"Pool plaster mix, 100 lb",bag,32,58,"POOLCORP / SCP Distributors; Heritage Pool Supply; Leslie's Pool Supplies"
pools,Liner,"Pebble finish aggregate, 50 lb",bag,48,88,"POOLCORP / SCP Distributors; Heritage Pool Supply; Leslie's Pool Supplies"
pools,Tile,"Waterline tile, 6x6 pack",pk,26,52,"POOLCORP / SCP Distributors; Heritage Pool Supply; Leslie's Pool Supplies; Floor & Decor; The Tile Shop; MSI Surfaces"
pools,Hardscape,"Pool coping, precast per lf",lf,11,24,"POOLCORP / SCP Distributors; Heritage Pool Supply; Leslie's Pool Supplies; SiteOne Landscape Supply; SRS Distribution"
pools,Drainage,"Skimmer, complete",ea,78,150,"POOLCORP / SCP Distributors; Heritage Pool Supply; Leslie's Pool Supplies"
pools,Drainage,"Main drain, dual VGB",ea,68,130,"POOLCORP / SCP Distributors; Heritage Pool Supply; Leslie's Pool Supplies"
pools,Fittings,"Return fitting and eyeball",ea,8,18,"POOLCORP / SCP Distributors; Heritage Pool Supply; Leslie's Pool Supplies; Home Depot Pro; Lowe's Pro; Menards"
pools,Pipe,"PVC flex hose 2 in, 25 ft",roll,42,78,"POOLCORP / SCP Distributors; Heritage Pool Supply; Leslie's Pool Supplies"
pools,Lighting,"Pool LED light, color 12V",ea,280,520,"POOLCORP / SCP Distributors; Heritage Pool Supply; Leslie's Pool Supplies"
pools,Lighting,"Niche and conduit kit",ea,95,180,"POOLCORP / SCP Distributors; Heritage Pool Supply; Leslie's Pool Supplies"
pools,Tools,"Robotic pool cleaner",ea,650,1400,"POOLCORP / SCP Distributors; Heritage Pool Supply; Leslie's Pool Supplies; Home Depot Pro; Lowe's Pro; Menards"
pools,Tools,"Leaf rake and pole set",ea,42,85,"POOLCORP / SCP Distributors; Heritage Pool Supply; Leslie's Pool Supplies; Home Depot Pro; Lowe's Pro; Menards"
pools,Tools,"Test kit, drop reagent",ea,28,58,"POOLCORP / SCP Distributors; Heritage Pool Supply; Leslie's Pool Supplies; Home Depot Pro; Lowe's Pro; Menards"
pools,Tools,"Winter cover, 20x40",ea,180,340,"POOLCORP / SCP Distributors; Heritage Pool Supply; Leslie's Pool Supplies; Home Depot Pro; Lowe's Pro; Menards"
pools,Tools,"Safety cover, mesh custom",ea,1800,3200,"POOLCORP / SCP Distributors; Heritage Pool Supply; Leslie's Pool Supplies"
trim,Trim,"Base moulding, MDF 5-1/4 in, per lf",lf,1.3,2.8,"Metrie; Builders FirstSource; Carter Lumber; 84 Lumber; Home Depot Pro; Lowe's Pro; Menards"
trim,Trim,"Base moulding, primed pine 5-1/4 in, per lf",lf,1.9,3.8,"Metrie; Builders FirstSource; Carter Lumber; 84 Lumber; Home Depot Pro; Lowe's Pro; Menards"
trim,Trim,"Casing, MDF 3-1/2 in, per lf",lf,1.1,2.4,"Metrie; Builders FirstSource; Carter Lumber; 84 Lumber; Home Depot Pro; Lowe's Pro; Menards"
trim,Trim,"Casing, colonial pine 2-1/4 in, per lf",lf,1.2,2.6,"Metrie; Builders FirstSource; Carter Lumber; 84 Lumber; Home Depot Pro; Lowe's Pro; Menards"
trim,Trim,"Crown moulding, MDF 5 in, per lf",lf,1.8,3.6,"Metrie; Builders FirstSource; Carter Lumber; 84 Lumber; Home Depot Pro; Lowe's Pro; Menards"
trim,Trim,"Crown moulding, poplar 5-1/4 in, per lf",lf,3.2,6.5,"Metrie; Builders FirstSource; Carter Lumber; 84 Lumber"
trim,Trim,"Shoe moulding, per lf",lf,0.7,1.6,"Metrie; Builders FirstSource; Carter Lumber; 84 Lumber; Home Depot Pro; Lowe's Pro; Menards"
trim,Trim,"Quarter round, per lf",lf,0.7,1.6,"Metrie; Builders FirstSource; Carter Lumber; 84 Lumber; Home Depot Pro; Lowe's Pro; Menards"
trim,Trim,"Chair rail, per lf",lf,1.6,3.4,"Metrie; Builders FirstSource; Carter Lumber; 84 Lumber; Home Depot Pro; Lowe's Pro; Menards"
trim,Trim,"Panel moulding, per lf",lf,1.4,3.2,"Metrie; Builders FirstSource; Carter Lumber; 84 Lumber"
trim,Trim,"Shiplap, primed 8 in, per lf",lf,2.2,4.5,"Metrie; Builders FirstSource; Carter Lumber; 84 Lumber; Home Depot Pro; Lowe's Pro; Menards"
trim,Panels,"Beadboard panel, 4x8",ea,28,55,"Metrie; Builders FirstSource; Carter Lumber; 84 Lumber; Home Depot Pro; Lowe's Pro; Menards"
trim,Trim,"Stair tread, red oak 48 in",ea,42,85,"Metrie; Builders FirstSource; Carter Lumber; 84 Lumber; Home Depot Pro; Lowe's Pro; Menards"
trim,Trim,"Stair riser, primed 48 in",ea,14,30,"Metrie; Builders FirstSource; Carter Lumber; 84 Lumber; Home Depot Pro; Lowe's Pro; Menards"
trim,Trim,"Newel post, 3-1/2 in",ea,95,200,"Metrie; Builders FirstSource; Carter Lumber; 84 Lumber"
trim,Trim,"Baluster, wood 36 in",ea,6,14,"Metrie; Builders FirstSource; Carter Lumber; 84 Lumber; Home Depot Pro; Lowe's Pro; Menards"
trim,Trim,"Handrail, oak per lf",lf,8,18,"Metrie; Builders FirstSource; Carter Lumber; 84 Lumber; Home Depot Pro; Lowe's Pro; Menards"
trim,Doors,"Interior door, hollow core prehung 30 in",ea,95,185,"Metrie; Builders FirstSource; Carter Lumber; 84 Lumber; Home Depot Pro; Lowe's Pro; Menards"
trim,Doors,"Interior door, solid core prehung 32 in",ea,210,420,"Metrie; Builders FirstSource; Carter Lumber; 84 Lumber; Home Depot Pro; Lowe's Pro; Menards"
trim,Doors,"Bifold door, 24 in",ea,68,140,"Metrie; Builders FirstSource; Carter Lumber; 84 Lumber; Home Depot Pro; Lowe's Pro; Menards"
trim,Doors,"Barn door kit with track",ea,240,480,"Metrie; Builders FirstSource; Carter Lumber; 84 Lumber; Home Depot Pro; Lowe's Pro; Menards"
trim,Doors,"Exterior door, fiberglass prehung 36 in",ea,420,900,"Metrie; Builders FirstSource; Carter Lumber; 84 Lumber; Home Depot Pro; Lowe's Pro; Menards"
trim,Trim,"Door casing kit, one side",ea,24,48,"Metrie; Builders FirstSource; Carter Lumber; 84 Lumber; Home Depot Pro; Lowe's Pro; Menards"
trim,Hardware,"Door hinges, 3-1/2 in, 3 pk",pk,9,20,"Richelieu Hardware; Home Depot Pro; Lowe's Pro; Menards"
trim,Hardware,"Passage lever set",ea,22,48,"Richelieu Hardware; Home Depot Pro; Lowe's Pro; Menards"
trim,Hardware,"Privacy lever set",ea,26,55,"Richelieu Hardware; Home Depot Pro; Lowe's Pro; Menards"
trim,Hardware,"Deadbolt, single cylinder",ea,32,72,"Richelieu Hardware; Home Depot Pro; Lowe's Pro; Menards"
trim,Hardware,"Door stop, 3 pk",pk,7,15,"Home Depot Pro; Lowe's Pro; Menards"
trim,Windows,"Window, vinyl double hung 36x48",ea,280,560,"Metrie; Builders FirstSource; Carter Lumber; 84 Lumber; Home Depot Pro; Lowe's Pro; Menards"
trim,Trim,"Window trim kit, exterior",ea,38,78,"Metrie; Builders FirstSource; Carter Lumber; 84 Lumber; Home Depot Pro; Lowe's Pro; Menards"
trim,Fasteners,"Finish nails 16 ga, 2-1/2 in, 2500 ct",box,24,48,"Home Depot Pro; Lowe's Pro; Menards; Fastenal; Grainger; Zoro"
trim,Fasteners,"Brad nails 18 ga, 2 in, 5000 ct",box,18,38,"Home Depot Pro; Lowe's Pro; Menards; Fastenal; Grainger; Zoro"
trim,Sealants,"Construction adhesive for trim, 12 pk",case,38,70,"Home Depot Pro; Lowe's Pro; Menards"
trim,Sealants,"Paintable caulk for trim, 12 pk",case,32,58,"Sherwin-Williams; Benjamin Moore; Home Depot Pro; Lowe's Pro; Menards"
trim,Prep,"Wood filler, stainable 1 qt",ea,12,26,"Home Depot Pro; Lowe's Pro; Menards; Sherwin-Williams; Benjamin Moore"
cabinets,Cabinets,"Base cabinet, shaker 24 in",ea,180,400,"Richelieu Hardware; Home Depot Pro; Lowe's Pro; Menards"
cabinets,Cabinets,"Base cabinet, shaker 36 in",ea,240,520,"Richelieu Hardware; Home Depot Pro; Lowe's Pro; Menards"
cabinets,Cabinets,"Wall cabinet, shaker 30x30",ea,165,360,"Richelieu Hardware; Home Depot Pro; Lowe's Pro; Menards"
cabinets,Cabinets,"Sink base cabinet, 36 in",ea,220,480,"Richelieu Hardware; Home Depot Pro; Lowe's Pro; Menards"
cabinets,Cabinets,"Pantry cabinet, 24x84",ea,420,880,"Richelieu Hardware; Home Depot Pro; Lowe's Pro; Menards"
cabinets,Cabinets,"Drawer base, 3 drawer 18 in",ea,230,500,"Richelieu Hardware; Home Depot Pro; Lowe's Pro; Menards"
cabinets,Cabinets,"Vanity cabinet, 36 in",ea,260,620,"Richelieu Hardware; Home Depot Pro; Lowe's Pro; Menards"
cabinets,Cabinets,"Cabinet door, shaker replacement",ea,28,75,"Richelieu Hardware; Home Depot Pro; Lowe's Pro"
cabinets,Cabinets,"Drawer box, dovetail",ea,34,78,"Richelieu Hardware; Home Depot Pro; Lowe's Pro"
cabinets,Cabinets,"Toe kick, matching 8 ft",ea,18,42,"Richelieu Hardware; Home Depot Pro; Lowe's Pro; Menards"
cabinets,Trim,"Crown for cabinets, per lf",lf,4,11,"Richelieu Hardware; Home Depot Pro; Lowe's Pro; Menards"
cabinets,Cabinets,"Filler strip, 3x96",ea,14,34,"Richelieu Hardware; Home Depot Pro; Lowe's Pro; Menards"
cabinets,Panels,"Finished end panel",ea,38,88,"Richelieu Hardware; Home Depot Pro; Lowe's Pro"
cabinets,Panels,"Plywood, birch 3/4 in 4x8",ea,62,120,"Richelieu Hardware; Home Depot Pro; Lowe's Pro; Builders FirstSource; 84 Lumber; Carter Lumber; Menards"
cabinets,Panels,"Melamine panel, 3/4 in 4x8",ea,42,85,"Richelieu Hardware; Home Depot Pro; Lowe's Pro"
cabinets,Panels,"Edge banding, 250 ft roll",roll,28,62,"Richelieu Hardware; Home Depot Pro; Lowe's Pro"
cabinets,Hardware,"Soft-close hinge, 100 pk",box,78,165,"Richelieu Hardware; Home Depot Pro; Lowe's Pro"
cabinets,Hardware,"Soft-close hinge, 10 pk",pk,14,32,"Richelieu Hardware; Home Depot Pro; Lowe's Pro; Menards"
cabinets,Hardware,"Undermount drawer slides 18 in, 10 pr",box,130,280,"Richelieu Hardware; Home Depot Pro; Lowe's Pro"
cabinets,Hardware,"Side-mount drawer slides 20 in, 10 pr",box,58,125,"Richelieu Hardware; Home Depot Pro; Lowe's Pro; Menards"
cabinets,Hardware,"Cabinet pulls, 4 in, 25 pk",box,48,120,"Richelieu Hardware; Home Depot Pro; Lowe's Pro; Menards"
cabinets,Hardware,"Cabinet knobs, 25 pk",box,38,95,"Richelieu Hardware; Home Depot Pro; Lowe's Pro; Menards"
cabinets,Hardware,"Lazy susan, 28 in",ea,78,170,"Richelieu Hardware; Home Depot Pro; Lowe's Pro; Menards"
cabinets,Hardware,"Pull-out trash, double bin",ea,95,210,"Richelieu Hardware; Home Depot Pro; Lowe's Pro; Menards"
cabinets,Hardware,"Drawer organiser insert",ea,34,78,"Richelieu Hardware; Home Depot Pro; Lowe's Pro; Menards"
cabinets,Hardware,"Shelf pins, 100 ct",box,8,18,"Richelieu Hardware; Home Depot Pro; Lowe's Pro; Menards"
cabinets,Fasteners,"Cabinet screws 2-1/2 in, 100 ct",box,14,30,"Richelieu Hardware; Home Depot Pro; Lowe's Pro; Menards"
cabinets,Fasteners,"Pocket screws, 500 ct",box,22,45,"Home Depot Pro; Lowe's Pro; Menards; Fastenal; Grainger; Zoro"
cabinets,Lighting,"Under cabinet lighting, 4 pk",case,68,145,"Richelieu Hardware; Home Depot Pro; Lowe's Pro; Menards; CED (Consolidated Electrical); Graybar; Winsupply"
cabinets,Finish,"Cabinet touch-up kit",ea,18,42,"Richelieu Hardware; Home Depot Pro; Lowe's Pro"
countertops,Stone,"Quartz slab, level 1 per sq ft",sqft,32,55,"MSI Surfaces; Cosentino; Floor & Decor"
countertops,Stone,"Quartz slab, level 3 per sq ft",sqft,55,95,"MSI Surfaces; Cosentino; Floor & Decor"
countertops,Stone,"Granite slab, level 1 per sq ft",sqft,28,50,"MSI Surfaces; Cosentino; Floor & Decor"
countertops,Stone,"Granite slab, exotic per sq ft",sqft,60,120,"MSI Surfaces; Cosentino; Floor & Decor"
countertops,Stone,"Marble slab, per sq ft",sqft,55,130,"MSI Surfaces; Cosentino; Floor & Decor"
countertops,Stone,"Porcelain slab, per sq ft",sqft,45,85,"MSI Surfaces; Cosentino; Floor & Decor"
countertops,Panels,"Butcher block, 8 ft",ea,180,420,"Home Depot Pro; Lowe's Pro; Menards"
countertops,Panels,"Laminate countertop, post-form per lf",lf,18,42,"Home Depot Pro; Lowe's Pro; Menards"
countertops,Stone,"Solid surface sheet, per sq ft",sqft,26,52,"MSI Surfaces; Cosentino; Floor & Decor"
countertops,Hardware,"Undermount sink clips, 10 pk",pk,12,28,"MSI Surfaces; Cosentino; Floor & Decor"
countertops,Hardware,"Countertop support bracket, hidden",ea,22,55,"Home Depot Pro; Lowe's Pro; Menards; Richelieu Hardware"
countertops,Sealants,"Stone adhesive, color matched tube",ea,14,32,"MSI Surfaces; Cosentino; Floor & Decor"
countertops,Sealants,"Silicone, clear kitchen and bath, 12 pk",case,38,72,"Home Depot Pro; Lowe's Pro; Menards; Sherwin-Williams; Benjamin Moore"
countertops,Finish,"Stone sealer, 1 qt",ea,24,55,"MSI Surfaces; Cosentino; Floor & Decor; Home Depot Pro; Lowe's Pro; Menards"
countertops,Tools,"Seam setter, suction",ea,180,380,"MSI Surfaces; Cosentino; Floor & Decor"
countertops,Tools,"Diamond polishing pads, 7 pc set",pk,48,110,"MSI Surfaces; Cosentino; Floor & Decor; Fastenal; Grainger; Zoro"
countertops,Tools,"Diamond blade for stone, 10 in",ea,95,220,"MSI Surfaces; Cosentino; Floor & Decor; Fastenal; Grainger; Zoro"
countertops,Tools,"Core bit, 1-3/8 in diamond",ea,42,95,"MSI Surfaces; Cosentino; Floor & Decor; Fastenal; Grainger; Zoro"
countertops,Tools,"Slab transport A-frame rack",ea,420,900,"MSI Surfaces; Cosentino; Floor & Decor"
countertops,Tools,"Suction cup lifters, pair",pr,68,150,"MSI Surfaces; Cosentino; Floor & Decor; Fastenal; Grainger; Zoro"
countertops,Tile,"Backsplash tile, subway per sq ft",sqft,2.2,6.5,"Floor & Decor; The Tile Shop; MSI Surfaces; Home Depot Pro; Lowe's Pro; Menards"
countertops,Tile,"Backsplash mosaic sheet, 12x12",ea,8,22,"Floor & Decor; The Tile Shop; MSI Surfaces; Home Depot Pro; Lowe's Pro; Menards"
countertops,Sealants,"Thinset for stone, 50 lb",bag,18,38,"Floor & Decor; The Tile Shop; MSI Surfaces; Home Depot Pro; Lowe's Pro; Menards"
countertops,Sealants,"Grout, unsanded 25 lb",bag,22,45,"Floor & Decor; The Tile Shop; MSI Surfaces; Home Depot Pro; Lowe's Pro; Menards"
countertops,Stone,"Edge profile, bullnose per lf",lf,12,28,"MSI Surfaces; Cosentino; Floor & Decor"
countertops,Stone,"Sink cutout and polish, per opening",ea,95,220,"MSI Surfaces; Cosentino; Floor & Decor"
countertops,Stone,"Cooktop cutout, per opening",ea,85,190,"MSI Surfaces; Cosentino; Floor & Decor"
flooring,Flooring,"Luxury vinyl plank, per sq ft",sqft,1.8,4.5,"Floor & Decor; The Tile Shop; MSI Surfaces; Home Depot Pro; Lowe's Pro; Menards"
flooring,Flooring,"Engineered hardwood, per sq ft",sqft,3.4,8.5,"Floor & Decor; The Tile Shop; MSI Surfaces; Home Depot Pro; Lowe's Pro; Menards"
flooring,Flooring,"Solid oak flooring, per sq ft",sqft,4.2,9.5,"Floor & Decor; The Tile Shop; MSI Surfaces; Home Depot Pro; Lowe's Pro; Menards; Metrie; Builders FirstSource; Carter Lumber; 84 Lumber"
flooring,Flooring,"Laminate flooring, per sq ft",sqft,1.3,3.4,"Floor & Decor; The Tile Shop; MSI Surfaces; Home Depot Pro; Lowe's Pro; Menards"
flooring,Flooring,"Carpet, per sq yd",sqyd,12,34,"Home Depot Pro; Lowe's Pro; Menards"
flooring,Flooring,"Carpet pad, per sq yd",sqyd,4,9,"Home Depot Pro; Lowe's Pro; Menards"
flooring,Tile,"Porcelain tile 12x24, per sq ft",sqft,1.8,5.5,"Floor & Decor; The Tile Shop; MSI Surfaces; Home Depot Pro; Lowe's Pro; Menards"
flooring,Tile,"Ceramic tile 12x12, per sq ft",sqft,1.1,3.2,"Floor & Decor; The Tile Shop; MSI Surfaces; Home Depot Pro; Lowe's Pro; Menards"
flooring,Tile,"Wood-look plank tile, per sq ft",sqft,2.4,6,"Floor & Decor; The Tile Shop; MSI Surfaces; Home Depot Pro; Lowe's Pro; Menards"
flooring,Tile,"Mosaic tile sheet, 12x12",ea,7,24,"Floor & Decor; The Tile Shop; MSI Surfaces; Home Depot Pro; Lowe's Pro; Menards"
flooring,Tile,"Large format tile 24x48, per sq ft",sqft,4,11,"Floor & Decor; The Tile Shop; MSI Surfaces"
flooring,Trim,"Tile trim, Schluter edge 8 ft",ea,18,42,"Floor & Decor; The Tile Shop; MSI Surfaces; Home Depot Pro; Lowe's Pro; Menards"
flooring,Trim,"Transition strip, 3 ft",ea,12,30,"Floor & Decor; The Tile Shop; MSI Surfaces; Home Depot Pro; Lowe's Pro; Menards"
flooring,Sealants,"Thinset, modified 50 lb",bag,16,34,"Floor & Decor; The Tile Shop; MSI Surfaces; Home Depot Pro; Lowe's Pro; Menards"
flooring,Sealants,"Large format thinset, 50 lb",bag,24,48,"Floor & Decor; The Tile Shop; MSI Surfaces; Home Depot Pro; Lowe's Pro; Menards"
flooring,Sealants,"Grout, sanded 25 lb",bag,20,42,"Floor & Decor; The Tile Shop; MSI Surfaces; Home Depot Pro; Lowe's Pro; Menards"
flooring,Sealants,"Epoxy grout, 1 gal kit",ea,62,130,"Floor & Decor; The Tile Shop; MSI Surfaces"
flooring,Finish,"Grout sealer, 1 qt",ea,18,40,"Floor & Decor; The Tile Shop; MSI Surfaces; Home Depot Pro; Lowe's Pro; Menards"
flooring,Sealants,"Flooring adhesive, 4 gal",ea,68,140,"Floor & Decor; The Tile Shop; MSI Surfaces; Home Depot Pro; Lowe's Pro; Menards"
flooring,Prep,"Underlayment foam, 100 sq ft roll",roll,22,48,"Floor & Decor; The Tile Shop; MSI Surfaces; Home Depot Pro; Lowe's Pro; Menards"
flooring,Prep,"Cork underlayment, 100 sq ft",roll,55,110,"Floor & Decor; The Tile Shop; MSI Surfaces"
flooring,Prep,"Uncoupling membrane, 150 sq ft",roll,130,260,"Floor & Decor; The Tile Shop; MSI Surfaces; Home Depot Pro; Lowe's Pro; Menards"
flooring,Prep,"Waterproofing membrane, 1 gal",ea,48,98,"Floor & Decor; The Tile Shop; MSI Surfaces; Home Depot Pro; Lowe's Pro; Menards"
flooring,Prep,"Self-levelling compound, 50 lb",bag,32,62,"Floor & Decor; The Tile Shop; MSI Surfaces; Home Depot Pro; Lowe's Pro; Menards"
flooring,Panels,"Backer board 1/2 in, 3x5",ea,13,26,"Floor & Decor; The Tile Shop; MSI Surfaces; Home Depot Pro; Lowe's Pro; Menards; L&W Supply; Foundation Building Materials"
flooring,Fasteners,"Backer board screws, 200 ct",box,16,34,"Floor & Decor; The Tile Shop; MSI Surfaces; Home Depot Pro; Lowe's Pro; Menards"
flooring,Tools,"Tile spacers, 500 ct",bag,8,18,"Floor & Decor; The Tile Shop; MSI Surfaces; Home Depot Pro; Lowe's Pro; Menards"
flooring,Tools,"Levelling clips and wedges, 500 ct",box,42,88,"Floor & Decor; The Tile Shop; MSI Surfaces; Home Depot Pro; Lowe's Pro; Menards"
flooring,Tools,"Tile saw, 7 in wet",ea,180,420,"Floor & Decor; The Tile Shop; MSI Surfaces; Home Depot Pro; Lowe's Pro; Menards; Fastenal; Grainger; Zoro"
flooring,Tools,"Notched trowel set",ea,22,48,"Floor & Decor; The Tile Shop; MSI Surfaces; Home Depot Pro; Lowe's Pro; Menards"
flooring,Tools,"Grout float and sponges",ea,18,40,"Floor & Decor; The Tile Shop; MSI Surfaces; Home Depot Pro; Lowe's Pro; Menards"
flooring,Tools,"Knee pads, gel",pr,24,55,"Home Depot Pro; Lowe's Pro; Menards; Fastenal; Grainger; Zoro"
flooring,Trim,"Stair nose, per lf",lf,12,30,"Floor & Decor; The Tile Shop; MSI Surfaces; Home Depot Pro; Lowe's Pro; Menards"
flooring,Trim,"Baseboard for flooring, per lf",lf,1.3,3,"Metrie; Builders FirstSource; Carter Lumber; 84 Lumber; Home Depot Pro; Lowe's Pro; Menards"
general,Prep,"Dumpster, 20 yd haul",ea,420,780,"Home Depot Pro; Lowe's Pro; Menards"
general,Prep,"Portable toilet, monthly",ea,130,260,"Home Depot Pro; Lowe's Pro; Menards"
general,Prep,"Temporary fence panel, 6x12",ea,78,160,"Fastenal; Grainger; Zoro"
general,Tools,"Construction heater, propane",ea,130,290,"Home Depot Pro; Lowe's Pro; Menards; Fastenal; Grainger; Zoro"
general,Tools,"Dehumidifier, jobsite",ea,280,620,"Fastenal; Grainger; Zoro; Home Depot Pro; Lowe's Pro; Menards"
general,Tools,"Air scrubber with HEPA",ea,420,850,"Fastenal; Grainger; Zoro"
general,Prep,"Poly sheeting 6 mil, 20x100",roll,62,125,"Home Depot Pro; Lowe's Pro; Menards"
general,Prep,"Zip wall dust barrier kit",ea,48,110,"Home Depot Pro; Lowe's Pro; Menards; Fastenal; Grainger; Zoro"
general,Prep,"Floor protection board, 38 in x 100 ft",roll,55,120,"Home Depot Pro; Lowe's Pro; Menards"
general,Prep,"Ram board equivalent, per roll",roll,55,115,"Home Depot Pro; Lowe's Pro; Menards"
